pays_code,pays_nom,annee,valeur,indicateur,source,updated_at
BFA,Burkina Faso,2019,5.88920497068135,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2024,6.01953461940062,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2023,6.60000045223954,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2022,6.39988362720531,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2021,7.06332910205232,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2020,0.699728593494228,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
CIV,Cote d'Ivoire,2019,6.72137167584978,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2024,4.14631137217332,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2023,5.82749502627256,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2022,5.52987253058352,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2021,5.05055831244401,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2020,2.89139814952995,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
GNB,Guinea-Bissau,2019,5.32749571119344,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2024,4.99226917482922,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2023,4.72541109080376,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2022,3.70319027595568,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2021,3.10094124444834,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2020,-1.16910834828603,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
MLI,Mali,2019,4.99999911608818,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2024,10.3000000007793,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2023,1.66763406484279,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2022,11.9000000000277,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2021,1.38359636198477,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2020,3.55064109436891,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
NER,Niger,2019,5.93985257123522,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2024,6.06055141198976,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2023,4.2574308328029,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2022,3.85043193735768,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2021,6.54400109964304,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2020,1.3420737726679,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
SEN,Senegal,2019,4.61362809749708,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2024,6.53204505563791,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2023,6.19211576941919,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2022,6.29443692019429,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2021,5.12890113701732,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2020,2.16228657424364,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
TGO,Togo,2019,4.92283321360694,NY.GDP.MKTP.KD.ZG,Banque Mondiale,2026-05-06 23:28:36
